"","Rk","Name","Born","Yrs","From","To","ASG","G","AB","R","H","HR","RBI","SB","BB","BA","OBP","SLG","OPS","W","L","ERA","WHIP","G.1","GS","SV","IP","H.1","HR.1","BB.1","SO","Franchises","month","day"
"14348",32,"Lou Novikoff",1915,5,1941,1946,0,356,1081,107,305,15,138,4,64,0.282,0.325,0.384,0.709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHC,PHI",10,12
"14349",33,"Ed Moriarty",1912,2,1935,1936,0,14,40,5,12,1,1,0,0,0.3,0.3,0.475,0.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ATL",10,12
"14350",34,"Al Unser",1912,4,1942,1945,0,120,338,41,85,4,30,0,32,0.251,0.322,0.355,0.677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DET,CIN",10,12
"14351",35,"Red Bullock",1911,1,1936,1936,0,12,4,0,0,0,1,0,0,0,0,0,0,0,2,14.04,3.36,12,2,0,16.2,19,0,37,7,"OAK",10,12
"14352",36,"Walter Signer",1910,2,1943,1945,0,10,9,0,2,0,0,0,1,0.222,0.3,0.222,0.522,2,1,3,1.333,10,2,1,33,35,4,9,5,"CHC",10,12
"14353",37,"Al Smith",1907,12,1934,1945,1,359,535,48,102,2,38,0,51,0.191,0.266,0.228,0.494,99,101,3.72,1.38,356,201,17,1662.1,1707,94,587,587,"SFG,PHI,CLE",10,12
"14354",38,"Phil Weintraub",1907,7,1933,1945,0,444,1382,215,407,32,207,4,232,0.295,0.398,0.44,0.838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SFG,CIN,PHI",10,12
"14355",39,"Joe Cronin HOF",1906,20,1926,1945,7,2124,7579,1233,2285,170,1424,87,1059,0.301,0.39,0.468,0.857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PIT,MIN,BOS",10,12
"14356",40,"Rick Ferrell HOF",1905,18,1929,1947,8,1884,6028,687,1692,28,734,29,931,0.281,0.378,0.363,0.741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAL,BOS,MIN",10,12
"14357",41,"Dutch Holland",1903,3,1932,1934,0,102,315,37,86,3,34,1,28,0.273,0.332,0.397,0.729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ATL,CLE",10,12
"14358",42,"Jack Crouch",1903,3,1930,1933,0,43,72,7,9,1,8,1,3,0.125,0.182,0.181,0.362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAL,CIN",10,12
"14359",43,"Stew Bolen",1902,4,1926,1932,0,41,46,3,9,0,2,0,3,0.196,0.245,0.217,0.462,3,13,6.09,1.827,41,17,0,139,170,7,84,72,"BAL,PHI",10,12
"14360",44,"Erv Brame",1901,5,1928,1932,0,218,396,43,121,8,75,0,10,0.306,0.326,0.429,0.755,52,37,4.76,1.488,142,91,0,791.2,946,62,232,188,"PIT",10,12
"14361",45,"Bub Kuhn",1899,1,1924,1924,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,27,4,1,0,0,1,4,1,0,0,"CLE",10,12
"14362",46,"John Merritt",1894,1,1913,1913,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SFG",10,12
"14363",47,"Hank Ritter",1893,4,1912,1916,0,31,20,1,2,0,0,0,0,0.1,0.1,0.1,0.2,4,1,3.96,1.319,29,1,2,77.1,78,4,24,43,"PHI,SFG",10,12
"14364",48,"Rupert Mills",1892,1,1915,1915,0,41,134,12,27,0,16,6,6,0.201,0.241,0.254,0.495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NEW",10,12
"14365",49,"Dixie Davis",1890,10,1912,1926,0,240,441,32,87,0,30,0,27,0.197,0.244,0.224,0.468,75,71,3.97,1.516,239,164,1,1318.2,1311,62,688,460,"CIN,CHW,PHI,BAL",10,12
"14366",50,"Joe Jenkins",1890,3,1914,1919,0,40,60,0,8,0,4,3,2,0.133,0.161,0.2,0.361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAL,CHW",10,12
"14367",51,"Dick Cotter",1889,2,1911,1912,0,46,100,8,28,0,14,2,11,0.28,0.357,0.32,0.677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHI,CHC",10,12
"14368",52,"Bill Swanson",1888,1,1914,1914,0,11,20,0,4,0,0,0,3,0.2,0.304,0.3,0.604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOS",10,12
"14369",53,"Max Fiske",1888,1,1914,1914,0,39,68,4,16,0,4,0,2,0.235,0.257,0.25,0.507,12,12,3.14,1.111,38,22,0,198,161,7,59,87,"CHH",10,12
"14370",54,"Frank Rooney",1884,1,1914,1914,0,12,35,1,7,1,8,2,1,0.2,0.222,0.343,0.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NEW",10,12
"14371",55,"Charlie French",1883,2,1909,1910,0,105,377,36,78,0,20,13,26,0.207,0.269,0.231,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOS,CHW",10,12
"14372",56,"Ivan Howard",1882,4,1914,1917,0,302,818,91,191,2,86,53,104,0.233,0.331,0.308,0.639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAL,CLE",10,12
"14373",57,"Jimmy Burke",1874,7,1898,1905,0,550,1947,200,475,1,187,87,112,0.244,0.295,0.289,0.584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CLV,STL,CHW,BAL,PIT",10,12
"14374",58,"Ed Householder",1869,1,1903,1903,0,12,43,5,9,0,9,3,2,0.209,0.244,0.209,0.454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAD",10,12
"14375",59,"Malachi Kittridge",1869,16,1890,1906,0,1216,4029,375,882,17,391,64,314,0.219,0.277,0.274,0.55,0,0,5.4,1.8,1,0,0,1.2,2,0,1,0,"CHC,LOU,WAS,ATL,MIN,CLE",10,12
"14376",60,"Frank Ringo",1860,4,1883,1886,0,139,506,49,97,0,32,0,15,0.192,0.215,0.251,0.466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHI,PHA,DTN,PIT,KCN",10,12
"14377",61,"Chub Collins",1857,2,1884,1885,0,97,362,50,71,0,26,NA,23,0.196,0.244,0.238,0.482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BUF,IHO,DTN",10,12
"14378",62,"Pop Smith",1856,12,1880,1891,0,1112,4238,643,941,24,358,169,325,0.222,0.287,0.313,0.6,0,0,6.35,1.765,3,0,0,5.2,10,0,0,0,"CNR,BUF,CBL,WOR,LOU,PHA,CBK,PIT,ATL,WAS",10,12
"14379",63,"John Carbine",1855,2,1875,1876,0,17,61,3,7,0,3,0,0,0.115,0.115,0.115,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WES,LGR",10,12
"14380",64,"Charlie Morton",1854,3,1882,1885,0,87,320,34,63,0,3,NA,18,0.197,0.24,0.269,0.508,0,1,3.09,0.986,3,1,0,23.1,18,0,5,7,"PIT,STL,TOL,DTN",10,12
"14381",65,"Sam Field",1848,2,1875,1876,0,12,41,4,6,0,1,1,1,0.146,0.167,0.146,0.313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CEN,WNT,CNR",10,12
"14382",1,"Steven Lerud",1984,2,2012,2013,0,9,15,1,2,0,0,0,0,0.133,0.133,0.133,0.267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHI",10,13
"14383",2,"Hayden Penn",1984,4,2005,2010,0,33,1,0,0,0,0,0,2,0,0.667,0,0.667,4,6,9.51,2.174,33,15,0,82.1,122,17,57,53,"BAL,FLA,PIT",10,13
"14384",3,"Chris Seddon",1983,3,2007,2012,0,38,3,0,0,0,0,0,0,0,0,0,0,2,3,5.47,1.527,38,6,0,74,85,8,28,44,"FLA,SEA,CLE",10,13
"14385",4,"Taylor Buchholz",1981,5,2006,2011,0,159,56,0,5,0,2,0,4,0.089,0.15,0.089,0.239,20,22,4.28,1.203,158,27,1,311,289,41,85,229,"HOU,COL,TOR,NYM",10,13
"14386",5,"Kennie Steenstra",1970,1,1998,1998,0,4,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,10.8,2.4,4,0,0,3.1,7,2,1,4,"CHC",10,13
"14387",6,"Damian Miller",1969,11,1997,2007,1,989,3182,361,834,87,406,5,303,0.262,0.329,0.411,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MIN,ARI,CHC,OAK,MIL",10,13
"14388",7,"Tim Crabtree",1969,7,1995,2001,0,342,1,0,0,0,0,0,0,0,0,0,0,21,22,4.2,1.482,342,0,9,394,434,29,150,288,"TOR,TEX",10,13
"14389",8,"Julio Valera",1968,5,1990,1996,0,85,5,0,1,0,2,0,0,0.2,0.2,0.2,0.4,15,20,4.85,1.506,85,38,5,317.1,361,31,117,179,"NYM,ANA,KCR",10,13
"14390",9,"Monty Fariss",1967,3,1991,1993,0,104,226,22,49,4,29,0,29,0.217,0.311,0.332,0.643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TEX,FLA",10,13
"14391",10,"Scott Cooper",1967,7,1990,1997,2,592,1801,197,478,33,211,7,193,0.265,0.337,0.386,0.723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOS,STL,KCR",10,13
"14392",11,"Trevor Hoffman",1967,18,1993,2010,7,1035,34,1,4,0,5,0,0,0.118,0.118,0.176,0.294,61,75,2.87,1.058,1035,0,601,1089.1,846,100,307,1133,"FLA,SDP,MIL",10,13
"14393",12,"Chris Gwynn",1964,10,1987,1996,0,599,1007,119,263,17,118,2,71,0.261,0.308,0.369,0.678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAD,KCR,SDP",10,13
"14394",13,"Bryan Hickerson",1963,5,1991,1995,0,209,74,3,11,0,7,0,3,0.149,0.192,0.189,0.381,21,21,4.72,1.469,209,36,2,404.1,451,52,143,279,"SFG,CHC,COL",10,13
"14395",14,"Mike Capel",1961,3,1988,1991,0,49,2,0,0,0,0,0,0,0,0,0,0,3,4,4.62,1.636,49,0,3,62.1,73,8,29,43,"CHC,MIL,HOU",10,13
"14396",15,"Andy Beene",1956,2,1983,1984,0,6,0,0,0,0,0,0,0,NA,NA,NA,NA,0,2,10.45,1.984,6,3,0,20.2,31,1,10,11,"MIL",10,13
"14397",16,"George Frazier",1954,10,1978,1987,0,415,21,0,3,0,0,0,0,0.143,0.143,0.143,0.286,35,43,4.2,1.43,415,0,29,675.2,653,54,313,449,"STL,NYY,CHC,CLE,MIN",10,13
"14398",17,"Frank LaCorte",1951,10,1975,1984,0,255,77,2,8,0,5,0,1,0.104,0.114,0.117,0.231,23,44,5.01,1.459,253,32,26,490,457,49,258,372,"ATL,HOU,ANA",10,13
"14399",18,"Dick Pole",1950,6,1973,1978,0,122,1,0,0,0,0,0,0,0,0,0,0,25,37,5.05,1.537,122,77,1,531,607,61,209,239,"BOS,SEA",10,13
"14400",19,"Randy Moffitt",1948,12,1972,1983,0,535,86,6,12,0,4,0,2,0.14,0.159,0.186,0.345,43,52,3.65,1.346,534,1,96,781.1,766,61,286,455,"SFG,HOU,TOR",10,13
"14401",20,"John Strohmayer",1946,5,1970,1974,0,143,50,3,10,0,3,0,2,0.2,0.231,0.2,0.431,11,9,4.47,1.463,143,18,4,312.1,329,35,128,200,"WSN,NYM",10,13
"14402",21,"Jerry Robertson",1943,2,1969,1970,0,49,56,3,5,0,1,0,2,0.089,0.121,0.089,0.21,5,16,3.94,1.497,49,27,1,194.1,205,18,86,144,"WSN,DET",10,13
"14403",22,"Bob Bailey",1942,17,1962,1978,0,1931,6082,772,1564,189,773,85,852,0.257,0.347,0.403,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PIT,LAD,WSN,CIN,BOS",10,13
"14404",23,"Jim Price",1941,5,1967,1971,0,261,602,58,129,18,71,0,62,0.214,0.287,0.341,0.627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DET",10,13
"14405",24,"Ron Moeller",1938,4,1956,1963,0,54,39,2,8,0,2,0,8,0.205,0.34,0.231,0.571,6,9,5.78,1.795,52,22,0,152.2,174,20,100,104,"BAL,ANA,TEX",10,13
"14406",25,"Lou Clinton",1937,8,1960,1967,0,691,2153,270,532,65,269,12,188,0.247,0.308,0.418,0.726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOS,ANA,CLE,OAK,NYY",10,13
"14407",26,"Dick Barone",1932,1,1960,1960,0,3,6,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PIT",10,13
"14408",27,"Eddie Mathews HOF",1931,17,1952,1968,12,2391,8537,1509,2315,512,1453,68,1444,0.271,0.376,0.509,0.885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ATL,DET,HOU",10,13
"14409",28,"Eddie Yost",1926,18,1944,1962,1,2109,7346,1215,1863,139,682,72,1614,0.254,0.394,0.371,0.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MIN,DET,ANA",10,13
"14410",29,"Charlie Silvera",1924,10,1948,1957,0,227,482,34,136,1,52,2,53,0.282,0.356,0.328,0.683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NYY,CHC",10,13
"14411",30,"Ray Hathaway",1916,1,1945,1945,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,4,1.889,4,1,0,9,11,1,6,3,"LAD",10,13
"14412",31,"Frankie Hayes",1914,14,1933,1947,6,1364,4493,545,1164,119,628,30,564,0.259,0.343,0.4,0.744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OAK,BAL,CLE,CHW,BOS",10,13
"14413",32,"Xavier Rescigno",1912,3,1943,1945,0,129,72,6,9,0,1,0,10,0.125,0.232,0.167,0.398,19,22,4.13,1.428,129,21,16,335.1,366,21,113,115,"PIT",10,13
"14414",33,"Howie Carter",1904,1,1926,1926,0,5,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CIN",10,13
"14415",34,"Phil Hensiek",1901,1,1935,1935,0,6,3,0,2,0,1,0,0,0.667,0.667,1,1.667,0,3,9.69,2.308,6,1,1,13,21,2,9,6,"MIN",10,13
"14416",35,"Heinie Odom",1900,1,1925,1925,0,1,1,0,1,0,0,0,0,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NYY",10,13
"14417",36,"Elliot Bigelow",1897,1,1929,1929,0,100,211,23,60,1,26,1,23,0.284,0.357,0.374,0.732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOS",10,13
"14418",37,"Charlie See",1896,3,1919,1921,0,92,202,21,55,1,23,5,9,0.272,0.313,0.342,0.655,0,0,6,1.667,1,0,0,6,6,0,4,3,"CIN",10,13
"14419",38,"Claude Davidson",1896,2,1918,1919,0,33,88,5,18,0,4,0,6,0.205,0.255,0.216,0.471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OAK,MIN",10,13
"14420",39,"Jim Roberts",1895,2,1924,1925,0,12,7,0,1,0,0,0,1,0.143,0.25,0.143,0.393,0,3,7.18,1.899,12,5,0,26.1,42,1,8,10,"LAD",10,13
"14421",40,"Ben Paschal",1895,8,1915,1929,0,364,787,143,243,24,136,24,72,0.309,0.369,0.488,0.857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CLE,BOS,NYY",10,13
"14422",41,"Mike Gazella",1895,4,1923,1928,0,160,352,51,85,0,32,8,56,0.241,0.35,0.304,0.654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NYY",10,13
"14423",42,"Bob Allen",1894,1,1919,1919,0,9,22,3,3,0,0,0,3,0.136,0.269,0.182,0.451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OAK",10,13
"14424",43,"Swede Risberg",1894,4,1917,1920,0,476,1619,196,394,6,173,52,148,0.243,0.311,0.332,0.644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHW",10,13
"14425",44,"Pickles Dillhoefer",1893,5,1917,1921,0,247,600,59,134,0,48,12,35,0.223,0.266,0.283,0.549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHC,PHI,STL",10,13
"14426",45,"Dick Spalding",1893,2,1927,1928,0,131,465,69,139,0,25,5,38,0.299,0.352,0.346,0.698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHI,MIN",10,13
"14427",46,"Chauncey Burkam",1892,1,1915,1915,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAL",10,13
"14428",47,"Fred McMullin",1891,6,1914,1920,0,304,914,120,234,1,72,31,91,0.256,0.333,0.302,0.635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DET,CHW",10,13
"14429",48,"Frank Smykal",1889,1,1916,1916,0,6,10,1,3,0,2,1,3,0.3,0.5,0.3,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PIT",10,13
"14430",49,"Sandy Piez",1889,1,1914,1914,0,37,8,9,3,0,3,4,0,0.375,0.375,0.625,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SFG",10,13
"14431",50,"Jack Onslow",1888,2,1912,1917,0,45,77,8,13,0,4,1,10,0.169,0.289,0.195,0.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DET,SFG",10,13
"14432",51,"Jim Hanley",1885,1,1913,1913,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6.75,2.25,1,0,0,4,5,0,4,2,"NYY",10,13
"14433",52,"Walter Blair",1883,7,1907,1915,0,442,1255,80,272,3,106,18,86,0.217,0.272,0.275,0.547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NYY,BFL",10,13
"14434",53,"Ham Patterson",1877,1,1909,1909,0,18,52,4,10,0,5,1,1,0.192,0.208,0.212,0.419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHW,BAL",10,13
"14435",54,"Bill Donovan",1876,18,1898,1918,0,459,1302,142,251,7,94,36,77,0.193,0.241,0.249,0.49,185,139,2.69,1.245,378,327,8,2964.2,2631,30,1059,1552,"WAS,LAD,DET,NYY",10,13
"14436",55,"Rube Waddell HOF",1876,13,1897,1910,0,410,1066,61,172,4,83,6,42,0.161,0.197,0.219,0.416,193,143,2.16,1.102,407,340,5,2961.1,2460,37,803,2316,"LOU,PIT,CHC,OAK,BAL",10,13
"14437",56,"Fred Lewis",1858,5,1881,1886,0,317,1318,224,390,4,119,8,60,0.296,0.33,0.378,0.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ATL,PHI,STL,SLM,CIN",10,13
"14438",57,"Gat Stires",1849,1,1871,1871,0,25,110,23,30,2,24,3,7,0.273,0.316,0.473,0.789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROK",10,13
"14439",1,"William Cuevas",1990,2,2016,2017,0,4,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,10.13,2.625,4,0,0,5.1,8,0,6,4,"BOS,DET",10,14
"14440",2,"Seth Maness",1988,5,2013,2017,0,253,14,0,3,0,0,0,0,0.214,0.214,0.214,0.429,18,10,3.21,1.279,252,0,7,247,269,23,47,156,"STL,KCR",10,14
"14441",3,"Kole Calhoun",1987,6,2012,2017,0,580,2153,316,566,78,272,16,198,0.263,0.327,0.431,0.758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANA",10,14
"14442",4,"Kris Johnson",1984,2,2013,2014,0,7,3,0,0,0,0,0,0,0,0,0,0,0,3,5.32,1.775,7,4,0,23.2,29,2,13,21,"PIT,MIN",10,14
"14443",5,"Alberto Arias",1983,3,2007,2009,0,63,6,0,0,0,0,0,1,0,0.143,0,0.143,4,2,3.74,1.527,63,2,0,74.2,80,3,34,55,"COL,HOU",10,14
"14444",6,"Jerry Gil",1982,2,2004,2007,0,30,86,3,15,0,8,2,0,0.174,0.182,0.221,0.403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARI,CIN",10,14
"14445",7,"Carlos Marmol",1982,9,2006,2014,1,521,31,3,6,1,1,0,0,0.194,0.194,0.323,0.516,23,35,3.57,1.352,519,13,117,577,385,49,395,744,"CHC,LAD,FLA",10,14
"14446",8,"Boof Bonser",1981,4,2006,2010,0,111,6,1,0,0,0,0,0,0,0,0,0,19,25,5.18,1.459,111,60,0,416.2,475,63,133,334,"MIN,BOS,OAK",10,14
"14447",9,"Duaner Sanchez",1979,7,2002,2009,0,289,9,2,1,0,2,0,0,0.111,0.2,0.222,0.422,19,11,4.1,1.4,288,0,8,298.2,292,33,126,214,"ARI,PIT,LAD,NYM,SDP",10,14
"14448",10,"Ryan Church",1978,7,2004,2010,0,654,1894,251,500,56,267,21,188,0.264,0.336,0.431,0.767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WSN,NYM,ATL,ARI,PIT",10,14
"14449",11,"Henry Mateo",1976,6,2001,2006,0,190,257,39,60,1,10,15,17,0.233,0.289,0.292,0.581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WSN",10,14
"14450",12,"Erik Sabel",1974,3,1999,2002,0,50,2,0,0,0,0,0,0,0,0,0,0,3,2,5.02,1.459,50,0,0,61,71,10,18,31,"ARI,DET",10,14
"14451",13,"Midre Cummings",1971,11,1993,2005,0,460,1113,136,286,22,124,9,94,0.257,0.318,0.385,0.703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PIT,PHI,BOS,MIN,ARI,TBD,BAL",10,14
"14452",14,"Hector Ortiz",1969,4,1998,2002,0,93,260,29,75,1,18,1,18,0.288,0.339,0.358,0.697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KCR,TEX",10,14
"14453",15,"Zak Shinall",1968,1,1993,1993,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,3.38,2.25,1,0,0,2.2,4,1,2,0,"SEA",10,14
"14454",16,"Dave Hajek",1967,2,1995,1996,0,13,12,3,3,0,0,1,3,0.25,0.4,0.333,0.733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HOU",10,14
"14455",17,"Pat Kelly",1967,9,1991,1999,0,681,1988,253,495,36,217,61,145,0.249,0.307,0.369,0.677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NYY,STL,TOR",10,14
"14456",18,"Joe Girardi",1964,15,1989,2003,1,1277,4127,454,1100,36,422,44,279,0.267,0.315,0.35,0.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHC,COL,NYY,STL",10,14
"14457",19,"Carl Nichols",1962,6,1986,1991,0,96,186,16,38,0,18,0,18,0.204,0.274,0.247,0.521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAL,HOU",10,14
"14458",20,"Bill Bathe",1960,3,1986,1990,0,121,183,15,39,8,29,0,9,0.213,0.251,0.377,0.628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OAK,SFG",10,14
"14459",21,"Jesus Vega",1955,3,1979,1982,0,87,236,26,58,5,33,7,11,0.246,0.275,0.335,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MIN",10,14
"14460",22,"Willie Aikens",1954,8,1977,1985,0,774,2492,301,675,110,415,3,319,0.271,0.354,0.455,0.809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANA,KCR,TOR",10,14
"14461",23,"Kiko Garcia",1953,10,1976,1985,0,619,1470,162,351,12,112,34,95,0.239,0.286,0.323,0.609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAL,HOU,PHI",10,14
"14462",24,"Brent Strom",1948,5,1972,1977,0,102,102,7,8,0,2,0,7,0.078,0.136,0.108,0.244,22,39,3.95,1.321,100,75,0,501,482,51,180,278,"NYM,CLE,SDP",10,14
"14463",25,"Ed Figueroa",1948,8,1974,1981,0,200,0,0,0,0,0,0,0,NA,NA,NA,NA,80,67,3.51,1.33,200,179,1,1309.2,1299,90,443,571,"ANA,NYY,TEX,OAK",10,14
"14464",26,"Al Oliver",1946,18,1968,1985,7,2368,9049,1189,2743,219,1326,84,535,0.303,0.344,0.451,0.795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PIT,TEX,WSN,PHI,SFG,LAD,TOR",10,14
"14465",27,"Frank Duffy",1946,10,1970,1979,0,915,2665,248,619,26,240,49,171,0.232,0.279,0.311,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CIN,SFG,CLE,BOS",10,14
"14466",28,"Tom Silverio",1945,3,1970,1972,0,31,30,2,3,0,0,0,2,0.1,0.156,0.1,0.256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANA",10,14
"14467",29,"Rich Robertson",1944,6,1966,1971,0,86,86,5,8,2,4,0,2,0.093,0.114,0.186,0.3,13,14,4.94,1.607,86,40,2,302.1,333,31,153,184,"SFG",10,14
"14468",30,"Art Shamsky",1941,8,1965,1972,0,665,1686,194,426,68,233,5,188,0.253,0.33,0.427,0.757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CIN,NYM,CHC,OAK",10,14
"14469",31,"Tommy Harper",1940,15,1962,1976,1,1810,6269,972,1609,146,567,408,753,0.257,0.338,0.379,0.717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CIN,CLE,MIL,BOS,ANA,OAK,BAL",10,14
"14470",32,"Billy Sorrell",1940,3,1965,1970,0,85,165,15,44,5,17,1,15,0.267,0.328,0.376,0.704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHI,SFG,KCR",10,14
"14471",33,"Tom Cheney",1934,8,1957,1966,0,121,133,8,18,0,9,0,5,0.135,0.167,0.15,0.317,19,29,3.77,1.345,115,71,2,466,382,53,245,345,"STL,PIT,TEX",10,14
"14472",34,"Dave Jolly",1924,5,1953,1957,0,160,48,8,14,1,7,0,3,0.292,0.333,0.396,0.729,16,14,3.77,1.555,159,1,19,291.1,255,27,198,155,"ATL",10,14
"14473",35,"Bill Renna",1924,6,1953,1959,0,370,918,123,219,28,119,2,99,0.239,0.315,0.391,0.707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NYY,OAK,BOS",10,14
"14474",36,"Ken Heintzelman",1915,13,1937,1952,0,321,440,25,56,0,33,0,22,0.127,0.169,0.139,0.307,77,98,3.93,1.445,319,183,10,1501.2,1540,100,630,564,"PIT,PHI",10,14
"14475",37,"William Ford",1915,1,1936,1936,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,Inf,NA,1,1,0,0,0,0,3,0,"ATL",10,14
"14476",38,"Max Macon",1915,6,1938,1947,0,226,502,54,133,3,46,9,16,0.265,0.288,0.333,0.62,17,19,4.24,1.463,81,29,3,297.1,307,20,128,90,"STL,LAD,ATL",10,14
